ID,Model,Year,Engine_Volume,Engine_Type,Horse_Power,Gearbox,Transmitter,Mileage,Price
12802,Mercedes GLS 450 4MATIC,2022,3.0,Benzin,367.0,Avtomat,Tam,0,135 800 USD
12803,BMW 318,1992,1.8,Benzin,140.0,Mexaniki,Arxa,572438,4 800 AZN
12804,Opel Astra,1999,1.8,Benzin,125.0,Avtomat,Ön,232000,9 100 AZN
12805,Nissan Murano,2004,3.5,Benzin,248.0,Variator,Tam,265500,14 300 AZN
12806,Mercedes C 200,1999,2.0,Benzin,136.0,Avtomat,Arxa,293000,11 500 AZN
12807,Kia Rio,2007,1.5,Dizel,110.0,Mexaniki,Ön,287100,10 800 AZN
12808,GAZ 33021,1995,2.5,Dizel,131.0,Mexaniki,Arxa,20999,13 500 AZN
12809,Hyundai Santa Fe,2014,2.0,Dizel,184.0,Avtomat,Ön,212344,35 800 AZN
12810,Bestune T55,2023,1.5,Benzin,188.0,Avtomat,Ön,3500,33 800 AZN
12811,Mitsubishi Pajero io,2000,2.0,Benzin,136.0,Avtomat,Ön,212546,5 800 AZN
12812,KAIYI X7,2023,1.6,Benzin,190.0,Avtomat,Ön,0,43 900 AZN
12813,Kia Sportage,2012,2.0,Dizel,184.0,Avtomat,Tam,219876,21 800 AZN
12814,Hyundai Elantra,2015,1.8,Benzin,150.0,Avtomat,Ön,121000,21 800 AZN
12815,Ford Fusion (North America),2017,1.5,Benzin,181.0,Avtomat,Ön,189000,20 300 AZN
12816,Nissan Maxima,2003,3.0,Benzin,200.0,Mexaniki,Ön,261894,9 000 AZN
12817,Changan Qiyuan A06,2023,1.5,Plug-in Hibrid,335.0,Avtomat,Ön,0,21 499 USD
12818,Kia K3,2018,1.6,Benzin,152.0,Avtomat,Ön,128400,22 900 AZN
12819,LADA (VAZ) Largus,2022,1.6,Benzin,90.0,Mexaniki,Ön,0,25 500 AZN
12820,Isuzu NPR 75 K,2023,5.2,Dizel,155.0,Mexaniki,Arxa,0,67 000 AZN
12821,Hyundai ix35,2013,2.0,Benzin,163.0,Avtomat,Tam,138000,25 500 AZN
12822,Hyundai Accent,2014,1.4,Benzin,107.0,Avtomat,Ön,24800,20 500 AZN
12823,Mercedes CLS 350,2011,3.5,Benzin,306.0,Avtomat,Arxa,170000,38 700 AZN
12824,Hyundai Santa Fe,2015,2.0,Dizel,184.0,Avtomat,Tam,171000,30 700 AZN
12825,Kia Sorento,2014,2.2,Dizel,200.0,Avtomat,Ön,196000,39 600 AZN
12826,Hyundai Sonata,2020,1.6,Benzin,183.0,Avtomat,Ön,27000,26 900 USD
12827,Mercedes E 250,2010,2.2,Dizel,204.0,Avtomat,Arxa,335000,26 000 AZN
12828,Mercedes E 200,2013,2.0,Benzin,184.0,Avtomat,Arxa,195200,22 000 USD
12829,Nissan Maxima,2003,3.0,Benzin,200.0,Mexaniki,Ön,261894,9 000 AZN
12830,Opel Astra,1998,1.6,Benzin,75.0,Avtomat,Ön,250000,5 500 AZN
12831,Fiat Albea,2004,1.4,Benzin,77.0,Mexaniki,Ön,85666,5 200 AZN
12832,Nissan Tiida,2011,1.5,Benzin,109.0,Avtomat,Ön,75000,15 400 AZN
12833,Renault Tondar,2012,1.6,Benzin,103.0,Mexaniki,Ön,160733,9 000 AZN
12834,Nissan Sunny,2011,1.6,Benzin,107.0,Avtomat,Ön,259000,15 500 AZN
12835,Volkswagen Golf,1999,1.6,Benzin,101.0,Mexaniki,Ön,327000,8 500 AZN
12836,Mercedes E 200 d,2008,2.2,Dizel,136.0,Avtomat,Arxa,204000,27 000 AZN
12837,LADA (VAZ) Priora,2018,1.6,Benzin,106.0,Mexaniki,Ön,96778,14 700 AZN
12838,LADA (VAZ) 2107,1994,1.6,Benzin,75.0,Mexaniki,Arxa,99000,3 400 AZN
12839,LADA (VAZ) 2104,2002,1.6,Benzin,75.0,Mexaniki,Arxa,99000,3 200 AZN
12840,Mercedes Vito,2010,2.2,Dizel,150.0,Avtomat,Arxa,204000,25 800 AZN
12841,Mercedes E 320,2000,3.2,Benzin,224.0,Avtomat,Arxa,350000,14 500 AZN
12842,Khazar SD,2021,1.7,Benzin,113.0,Mexaniki,Ön,129000,13 700 AZN
12843,Mercedes C 230,1999,2.3,Benzin,150.0,Avtomat,Arxa,230000,10 800 AZN
12844,Porsche Cayenne Turbo,2010,4.8,Benzin,400.0,Avtomat,Tam,121000,20 600 USD
12845,GAZ 2705-757,1995,2.5,Benzin,131.0,Mexaniki,Arxa,300000,5 800 AZN
12846,Volvo FH 500,2014,13.0,Dizel,500.0,Avtomat,Arxa,870000,125 000 AZN
12847,Chevrolet Cruze,2012,1.4,Benzin,140.0,Avtomat,Ön,191000,12 000 AZN
12848,Mercedes GLS 450,2017,3.0,Benzin,367.0,Avtomat,Tam,82500,50 900 USD
12849,Hyundai Santa Fe,2015,2.0,Dizel,184.0,Avtomat,Ön,135782,35 800 AZN
12850,Kia Ceed,2008,1.6,Dizel,115.0,Mexaniki,Ön,284502,13 500 AZN
12851,Ford Fusion (North America),2020,1.5,Benzin,181.0,Avtomat,Ön,84200,24 500 AZN
12852,LADA (VAZ) Niva,2015,1.7,Benzin,80.0,Mexaniki,Tam,163000,9 800 AZN
12853,Changan Uni-V,2023,1.5,Benzin,180.0,Avtomat,Ön,0,38 900 AZN
12854,GAC Trumpchi E8,2024,2.0,Plug-in Hibrid,322.0,Avtomat,Ön,0,66 300 AZN
12855,Hyundai Mighty EX9,2023,3.9,Dizel,150.0,Mexaniki,Arxa,0,74 500 AZN
12856,Forthing T5 EVO,2024,1.5,Hibrid,192.0,Avtomat,Ön,0,45 900 AZN
12857,Toyota Prius,2014,1.8,Hibrid,99.0,Variator,Ön,139500,22 500 AZN
12858,BMW 530,2018,2.0,Benzin,249.0,Avtomat,Arxa,78000,15 000 AZN
12859,Toyota Camry,2019,2.5,Benzin,200.0,Avtomat,Ön,53000,31 000 USD
12860,Kia Stonic,2018,1.6,Dizel,110.0,Avtomat,Ön,98700,28 700 AZN
12861,BMW 530,2018,2.0,Benzin,258.0,Avtomat,Arxa,96000,39 800 USD
12862,Kia Carnival,2016,2.2,Dizel,202.0,Avtomat,Ön,204000,39 000 AZN
12863,Mercedes S 500,2014,4.7,Benzin,455.0,Avtomat,Arxa,99000,50 000 USD
12864,Mercedes G 63 AMG,2013,5.5,Benzin,544.0,Avtomat,Tam,47000,67 500 USD
12865,LADA (VAZ) Niva,2015,1.7,Benzin,80.0,Mexaniki,Tam,163000,9 800 AZN
12866,Ford Transit,2009,2.4,Dizel,140.0,Mexaniki,Arxa,292000,24 000 AZN
12867,Volkswagen Tiguan,2015,2.0,Benzin,200.0,Avtomat,Tam,77121,32 000 AZN
12868,Kia Rio,2008,1.4,Benzin,97.0,Mexaniki,Ön,316000,10 800 AZN
12869,Mercedes Atego 814,1997,4.3,Dizel,170.0,Mexaniki,Arxa,603570,23 800 AZN
12870,Hyundai Sonata,2012,2.4,Benzin,180.0,Avtomat,Ön,250000,19 500 AZN
12871,BMW X6,2009,4.4,Benzin,407.0,Avtomat,Tam,126000,30 000 AZN
12872,LADA (VAZ) 2115,2011,1.6,Benzin,80.0,Mexaniki,Ön,163756,9 400 AZN
12873,Cadillac Escalade,2017,6.2,Benzin,426.0,Avtomat,Tam,90000,66 000 USD
12874,Hyundai Santa Fe,2011,2.0,Dizel,184.0,Avtomat,Ön,185000,35 600 AZN
12875,Mercedes E 220 d,2014,2.2,Dizel,170.0,Mexaniki,Arxa,135000,34 000 AZN
12876,GAZ 32212,1999,2.3,Dizel,131.0,Mexaniki,Arxa,100000,5 500 AZN
12877,Mercedes E 240,2001,2.4,Benzin,170.0,Avtomat,Arxa,240000,15 600 AZN
12878,Mercedes E 220 d,2000,2.2,Dizel,143.0,Avtomat,Arxa,400000,13 000 AZN
12879,Chevrolet Aveo,2011,1.4,Benzin,100.0,Avtomat,Ön,254677,7 500 AZN
12880,Toyota Land Cruiser Prado,2017,3.0,Dizel,190.0,Avtomat,Tam,114000,80 000 AZN
12881,Kia Rio,2007,1.5,Dizel,110.0,Mexaniki,Ön,450000,7 900 AZN
12882,Opel Astra,2005,1.8,Benzin,140.0,Avtomat,Ön,332500,12 800 AZN
12883,BMW 528,2016,2.0,Benzin,245.0,Avtomat,Tam,180000,26 800 USD
12884,Chevrolet Cruze,2015,1.4,Benzin,141.0,Avtomat,Ön,180111,12 800 AZN
12885,Mercedes C 200,1997,2.0,Benzin,136.0,Avtomat,Arxa,300000,15 500 AZN
12886,GAZ 31105,2005,2.3,Benzin,131.0,Mexaniki,Arxa,150000,4 500 AZN
12887,Chevrolet Orlando,2016,1.6,Dizel,156.0,Avtomat,Ön,177000,21 400 AZN
12888,Ford Fusion (North America),2012,1.5,Benzin,181.0,Avtomat,Ön,259000,15 500 AZN
12889,Land Rover Range Rover,2017,5.0,Benzin,550.0,Avtomat,Tam,95000,79 000 USD
12890,Skoda Superb,2022,2.0,Benzin,280.0,Avtomat,Tam,0,69 900 AZN
12891,Geely Coolray,2024,1.5,Benzin,181.0,Avtomat,Ön,0,41 500 AZN
12892,Fiat Doblo,2022,1.4,Benzin,120.0,Mexaniki,Ön,0,57 700 AZN
12893,Toyota Camry,2011,2.4,Benzin,167.0,Avtomat,Ön,196000,21 500 AZN
12894,Hyundai Santa Fe,2014,2.0,Dizel,184.0,Avtomat,Ön,138000,33 800 AZN
12895,Lexus ES 300h,2022,2.5,Hibrid,218.0,Avtomat,Ön,23000,39 900 USD
12896,Ford Transit,1998,2.5,Dizel,76.0,Mexaniki,Arxa,320000,28 800 AZN
12897,Kia Optima,2014,2.0,Benzin,150.0,Avtomat,Ön,250000,22 000 AZN
12898,Ford Fusion (North America),2018,1.5,Benzin,184.0,Avtomat,Ön,79800,23 000 AZN
12899,Mercedes E 220 d,2013,2.2,Dizel,170.0,Avtomat,Arxa,201000,33 500 AZN
12900,Infiniti QX60,2022,3.5,Benzin,262.0,Avtomat,Tam,18000,57 500 USD
12901,Chevrolet Orlando,2016,1.6,Dizel,156.0,Avtomat,Ön,177000,21 400 AZN
12902,Ford Fusion (North America),2012,1.5,Benzin,181.0,Avtomat,Ön,259000,15 500 AZN
12903,Volkswagen Passat,2013,2.0,Benzin,150.0,Avtomat,Ön,281000,17 000 AZN
12904,Kia Sorento,2010,2.0,Dizel,184.0,Avtomat,Ön,215000,27 800 AZN
12905,Toyota Land Cruiser Prado,2002,3.0,Dizel,163.0,Mexaniki,Tam,350000,18 800 AZN
12906,Volkswagen Passat,2006,2.0,Benzin,170.0,Avtomat,Ön,215141,8 900 AZN
12907,Mercedes GL 450,2007,4.7,Benzin,340.0,Avtomat,Tam,238000,23 800 AZN
12908,Li Auto L9,2024,1.5,Plug-in Hibrid,449.0,Avtomat,Tam,0,71 200 USD
12909,Opel Astra,1998,1.6,Benzin,101.0,Mexaniki,Ön,338112,8 600 AZN
12910,Mercedes E 240,2000,2.4,Benzin,170.0,Avtomat,Arxa,267344,14 300 AZN
12911,Ford Transit,2011,2.4,Dizel,140.0,Mexaniki,Arxa,295000,29 800 AZN
12912,Kia Sorento,2010,2.2,Dizel,197.0,Avtomat,Tam,174000,25 900 AZN
12913,Mercedes Vito 115,2005,2.2,Dizel,150.0,Mexaniki,Arxa,630000,22 000 AZN
12914,Hyundai Accent,2014,1.6,Dizel,128.0,Avtomat,Ön,180000,19 300 AZN
12915,Toyota Auris,2008,1.4,Dizel,90.0,Mexaniki,Ön,230000,13 500 AZN
12916,Baic A1,2014,1.5,Benzin,113.0,Avtomat,Ön,444000,7 600 AZN
12917,Mitsubishi Lancer,2006,1.6,Benzin,98.0,Avtomat,Ön,306000,8 000 AZN
12918,LADA (VAZ) Niva,2021,1.7,Benzin,83.0,Mexaniki,Ön,36000,17 800 AZN
12919,Kia Rio,2008,1.4,Benzin,97.0,Mexaniki,Ön,150000,7 300 AZN
12920,Nissan Sunny,2014,1.5,Benzin,99.0,Mexaniki,Ön,248000,10 900 AZN
12921,Kia Cadenza,2014,3.5,Benzin,294.0,Avtomat,Ön,147777,30 500 AZN
12922,BMW 525,1993,2.5,Benzin,192.0,Mexaniki,Arxa,485000,3 900 AZN
12923,Mercedes 190,1991,2.0,Benzin,122.0,Avtomat,Arxa,412333,6 999 AZN
12924,Ford Transit,1994,2.5,Dizel,76.0,Mexaniki,Arxa,350000,6 000 AZN
12925,GAC Trumpchi E8,2024,2.0,Plug-in Hibrid,322.0,Avtomat,Ön,0,66 300 AZN
12926,Toyota Highlander,2023,2.5,Hibrid,243.0,Avtomat,Tam,0,55 500 USD
12927,Lexus NX 200,2019,2.0,Benzin,150.0,Avtomat,Tam,65000,27 500 USD
12928,Land Rover Range Rover,2014,5.0,Benzin,510.0,Avtomat,Tam,81000,63 500 USD
12929,BMW iX,2022,,Elektro,523.0,Reduktor,Tam,3443,90 000 EUR
12930,Kia Ceed,2007,1.6,Dizel,115.0,Mexaniki,Ön,388000,11 500 AZN
12931,Toyota Prius,2007,1.5,Hibrid,76.0,Variator,Ön,23000,11 900 AZN
12932,Land Rover Range Rover,2010,5.0,Benzin,510.0,Avtomat,Tam,228000,20 600 USD
12933,BMW 528,2014,2.0,Benzin,245.0,Avtomat,Arxa,158000,17 300 USD
12934,Subaru Impreza,2008,2.0,Benzin,150.0,Avtomat,Tam,225000,13 800 AZN
12935,Toyota Prius,2007,1.5,Hibrid,76.0,Variator,Ön,258425,8 500 AZN
12936,Kia K7,2016,2.2,Dizel,202.0,Avtomat,Ön,192000,22 800 USD
12937,Ford Transit,1994,2.5,Dizel,76.0,Mexaniki,Arxa,350000,6 000 AZN
12938,Chevrolet Cruze,2014,1.8,Benzin,141.0,Avtomat,Ön,213000,14 900 AZN
12939,Honda Accord,2009,2.4,Benzin,190.0,Avtomat,Ön,170700,20 000 AZN
12940,GAZ 330200,2006,2.3,Benzin,131.0,Mexaniki,Arxa,260000,13 200 AZN
12941,LADA (VAZ) Niva,2008,1.7,Benzin,80.0,Mexaniki,Tam,150000,5 800 AZN
12942,Hyundai Santa Fe,2008,2.7,Benzin,185.0,Avtomat,Tam,200000,19 500 AZN
12943,Toyota Land Cruiser Prado,2007,2.7,Benzin,163.0,Avtomat,Tam,184000,30 500 AZN
12944,BMW 528,2014,2.0,Benzin,245.0,Avtomat,Arxa,170000,32 300 AZN
12945,Mercedes E 220 d,2002,2.2,Dizel,150.0,Avtomat,Arxa,293000,14 800 AZN
12946,Chevrolet Cruze,2011,1.4,Benzin,140.0,Avtomat,Ön,221356,11 300 AZN
12947,Ford Fusion (North America),2017,1.5,Benzin,181.0,Avtomat,Ön,154000,21 900 AZN
12948,BMW 525,1997,2.5,Benzin,131.0,Avtomat,Arxa,250000,8 900 AZN
12949,BMW X5,2018,3.0,Benzin,340.0,Avtomat,Tam,107000,55 000 USD
12950,Kia Sorento,2004,2.0,Dizel,140.0,Avtomat,Tam,100000,15 800 AZN
12951,Opel Astra,2008,1.3,Dizel,90.0,Mexaniki,Ön,445000,9 700 AZN
12952,Haval H6,2017,1.5,Benzin,150.0,Avtomat,Ön,130000,24 200 AZN
12953,Kia Optima,2011,2.0,Benzin,274.0,Avtomat,Ön,228000,21 000 AZN
12954,Nissan X-Trail,2012,2.5,Benzin,175.0,Avtomat,Tam,120000,24 500 AZN
12955,LADA (VAZ) 2105,1987,1.5,Benzin,65.0,Mexaniki,Arxa,99000,3 400 AZN
12956,Toyota Corolla,2014,2.0,Benzin,143.0,Avtomat,Ön,96500,30 000 AZN
12957,Kia Rio,2014,1.6,Benzin,123.0,Avtomat,Ön,147657,15 900 AZN
12958,Mercedes E 270,2000,2.7,Dizel,170.0,Avtomat,Arxa,454265,18 500 AZN
12959,Hyundai Accent,2007,1.4,Benzin,97.0,Avtomat,Ön,300000,10 500 AZN
12960,Mercedes C 220 d,1998,2.2,Dizel,125.0,Avtomat,Arxa,250000,11 600 AZN
12961,Land Rover Range Rover,2017,5.0,Benzin,550.0,Avtomat,Tam,95000,79 000 USD
12962,BMW 528,2012,2.0,Benzin,245.0,Avtomat,Arxa,160000,27 000 AZN
12963,Land Rover Range Rover,2018,3.0,Dizel,249.0,Avtomat,Tam,56000,78 900 USD
12964,Land Rover Defender,2023,3.0,Benzin,400.0,Avtomat,Tam,0,123 400 USD
12965,Hyundai Avante,2015,1.6,Dizel,132.0,Avtomat,Ön,127580,23 600 AZN
12966,Changan CS 55 Plus,2023,1.5,Benzin,180.0,Avtomat,Ön,26750,37 000 AZN
12967,BMW X6,2008,3.0,Benzin,306.0,Avtomat,Tam,191943,25 500 AZN
12968,Land Rover Discovery,2016,3.0,Benzin,340.0,Avtomat,Tam,178000,38 700 USD
12969,Tesla Model 3,2022,,Elektro,351.0,Reduktor,Ön,25000,34 800 USD
12970,Mercedes E 350,2010,3.5,Benzin,272.0,Avtomat,Arxa,240100,29 500 AZN
12971,Mercedes C 180,1995,1.8,Benzin,122.0,Avtomat,Arxa,384000,7 900 AZN
12972,BMW 530e,2021,2.0,Plug-in Hibrid,292.0,Avtomat,Arxa,38000,56 000 USD
12973,Hyundai Accent,2007,1.4,Benzin,97.0,Avtomat,Ön,300000,10 500 AZN
12974,Mercedes C 220 d,1998,2.2,Dizel,125.0,Avtomat,Arxa,250000,11 600 AZN
12975,Hyundai H-1,2014,2.5,Dizel,170.0,Mexaniki,Arxa,190000,25 500 AZN
12976,Moskvich 402,1956,1.3,Benzin,65.0,Mexaniki,Arxa,250000,6 500 AZN
12977,Mercedes E 220 d,2014,2.2,Dizel,170.0,Avtomat,Arxa,140000,24 200 USD
12978,Opel Vectra,1998,2.0,Dizel,136.0,Mexaniki,Ön,405000,5 500 AZN
12979,Toyota Highlander,2012,3.5,Benzin,273.0,Avtomat,Tam,256000,19 500 USD
12980,LADA (VAZ) 21099,1996,1.5,Benzin,78.0,Mexaniki,Ön,299000,3 000 AZN
12981,Hyundai Grandeur,2016,2.2,Dizel,202.0,Avtomat,Ön,169000,42 500 AZN
12982,Chevrolet Cruze,2013,1.4,Benzin,141.0,Avtomat,Ön,310913,15 800 AZN
12983,Opel Astra,2006,1.4,Benzin,90.0,Mexaniki,Ön,340000,12 000 AZN
12984,Toyota Land Cruiser Prado,2011,2.7,Benzin,163.0,Avtomat,Tam,170000,39 700 AZN
12985,Ford Tourneo Connect,2007,1.8,Dizel,110.0,Mexaniki,Ön,195000,12 900 AZN
12986,Chevrolet Cruze,2013,1.4,Benzin,141.0,Avtomat,Ön,230000,11 600 AZN
12987,LADA (VAZ) 2115,2012,1.6,Benzin,80.0,Mexaniki,Ön,100000,8 800 AZN
12988,BMW 520,1999,2.0,Benzin,150.0,Avtomat,Arxa,286000,8 300 AZN
12989,Hyundai Sonata,2013,2.4,Benzin,178.0,Avtomat,Ön,160000,19 900 AZN
12990,LADA (VAZ) 2115,2010,1.6,Benzin,80.0,Mexaniki,Ön,150000,10 500 AZN
12991,Volkswagen Beetle,2001,1.6,Benzin,102.0,Avtomat,Ön,335000,8 700 AZN
12992,Toyota Highlander,2021,2.5,Hibrid,218.0,Avtomat,Tam,13000,43 500 USD
12993,LADA (VAZ) 2107,2003,1.6,Benzin,75.0,Mexaniki,Arxa,258085,4 500 AZN
12994,Kia Sorento,2013,2.0,Dizel,184.0,Avtomat,Ön,184500,34 500 AZN
12995,Mercedes E 250,2009,2.2,Dizel,204.0,Avtomat,Arxa,200000,26 500 AZN
12996,Opel Astra,2007,1.3,Dizel,90.0,Mexaniki,Ön,296000,9 800 AZN
12997,Chery Tiggo 7 Pro e+,2023,1.5,Plug-in Hibrid,326.0,Avtomat,Ön,0,49 900 AZN
12998,XPeng G9,2023,,Elektro,313.0,Reduktor,Arxa,0,49 900 USD
12999,Volvo C40,2023,,Elektro,408.0,Reduktor,Tam,0,56 384 EUR
13000,Toyota Highlander,2022,2.5,Hibrid,249.0,Avtomat,Tam,0,59 900 USD
13001,LADA (VAZ) 21011,1982,1.5,Benzin,65.0,Mexaniki,Arxa,98000,3 000 AZN
13002,BMW 528,2015,2.0,Benzin,245.0,Avtomat,Arxa,177000,19 900 USD
13003,Jeep Grand Cherokee,2014,3.6,Benzin,286.0,Avtomat,Tam,135000,28 800 USD
13004,Infiniti Q50,2014,2.0,Benzin,211.0,Avtomat,Arxa,103000,30 500 AZN
13005,Toyota Camry,2019,2.5,Benzin,184.0,Avtomat,Ön,110000,24 900 USD
13006,Changan Qiyuan A06,2023,1.5,Plug-in Hibrid,170.0,Avtomat,Ön,0,20 750 USD
13007,Mercedes Vito,2001,2.2,Dizel,122.0,Mexaniki,Ön,762000,16 500 AZN
13008,Kia Cerato,2021,2.0,Benzin,150.0,Avtomat,Ön,101389,28 700 AZN
13009,Nissan Note,2011,1.5,Benzin,110.0,Avtomat,Ön,80000,13 500 AZN
13010,Chevrolet Cruze,2016,1.4,Benzin,153.0,Avtomat,Ön,121000,14 800 AZN
13011,Ford Transit,2011,2.4,Dizel,140.0,Mexaniki,Arxa,295000,29 700 AZN
13012,GAZ M-21,1970,2.5,Benzin,100.0,Mexaniki,Arxa,94000,12 500 AZN
13013,Ford Transit,2008,2.4,Dizel,140.0,Mexaniki,Arxa,203000,33 500 AZN
13014,Porsche 718 Boxster,2000,2.5,Benzin,204.0,Avtomat,Arxa,170000,19 000 AZN
13015,Ford Transit,2007,2.2,Dizel,140.0,Mexaniki,Ön,231000,23 500 AZN
13016,Kia Sorento,2007,2.5,Dizel,170.0,Avtomat,Tam,321465,16 800 AZN
13017,Mercedes E 240,1998,2.4,Benzin,170.0,Avtomat,Arxa,342178,11 700 AZN
13018,Mitsubishi Pajero io,2000,2.0,Benzin,130.0,Avtomat,Tam,150000,9 000 AZN
13019,Chevrolet Lacetti,2004,1.6,Benzin,109.0,Avtomat,Ön,338243,7 700 AZN
13020,BMW 320,2016,2.0,Dizel,184.0,Avtomat,Arxa,165000,33 200 AZN
13021,Volkswagen Golf,2006,1.6,Benzin,102.0,Avtomat,Ön,272000,11 700 AZN
13022,Mercedes Viano,2010,3.0,Dizel,224.0,Avtomat,Arxa,37500,40 000 AZN
13023,Ford Transit,2001,2.4,Dizel,90.0,Mexaniki,Arxa,452008,22 400 AZN
13024,LADA (VAZ) 2106,1990,1.5,Benzin,65.0,Mexaniki,Arxa,99000,2 500 AZN
13025,Hyundai Santa Fe,2017,2.0,Dizel,184.0,Avtomat,Ön,137600,36 500 AZN
13026,Hyundai i30,2009,1.4,Benzin,109.0,Mexaniki,Ön,165000,13 950 AZN
13027,Kia Optima,2014,2.0,Benzin,168.0,Avtomat,Ön,160000,27 500 AZN
13028,Chevrolet Cruze,2015,1.4,Benzin,140.0,Avtomat,Ön,140243,16 200 AZN
13029,Mercedes CLA 250,2014,2.0,Benzin,211.0,Avtomat,Arxa,77619,21 900 USD
13030,Renault Megane,2009,1.5,Dizel,100.0,Mexaniki,Ön,348337,12 600 AZN
13031,LADA (VAZ) Priora,2012,1.6,Benzin,106.0,Mexaniki,Ön,250500,11 000 AZN
13032,Hyundai Accent,2008,1.5,Dizel,102.0,Avtomat,Ön,157000,12 300 AZN
13033,C.Moto CM400R-HY,2023,0.4,Benzin,45.0,Mexaniki,Arxa,0,7 900 AZN
13034,Mercedes ML 350 4MATIC,2012,3.5,Benzin,306.0,Avtomat,Tam,187000,23 500 USD
13035,BYD Song Plus,2022,1.5,Plug-in Hibrid,177.0,Avtomat,Ön,0,28 700 USD
13036,Lynk & Co 09,2024,2.0,Benzin,254.0,Avtomat,Tam,0,46 900 USD
13037,Hyundai Elantra,2015,1.8,Benzin,150.0,Avtomat,Ön,138000,19 800 AZN
13038,Jaguar F-Type S,2013,5.0,Benzin,575.0,Avtomat,Arxa,52000,39 800 USD
13039,Honda Accord,2022,2.0,Hibrid,212.0,Avtomat,Ön,6500,27 000 USD
13040,Kia Sorento,2010,2.0,Dizel,184.0,Avtomat,Ön,165000,26 900 AZN
13041,Mercedes Vito 111,2009,2.2,Dizel,150.0,Mexaniki,Ön,326000,23 900 AZN
13042,BMW X5,2006,4.8,Benzin,360.0,Avtomat,Tam,285000,27 000 AZN
13043,Chevrolet Malibu,2016,1.5,Benzin,160.0,Avtomat,Ön,117000,18 900 AZN
13044,Kia Cerato,2016,2.0,Benzin,150.0,Avtomat,Ön,82000,22 900 AZN
13045,LADA (VAZ) Priora,2012,1.6,Benzin,106.0,Mexaniki,Ön,250500,11 000 AZN
13046,Hyundai Accent,2008,1.5,Dizel,102.0,Avtomat,Ön,157000,12 300 AZN
13047,Mercedes Atego 818,2009,4.3,Dizel,180.0,Mexaniki,Arxa,335000,36 000 AZN
13048,Nissan Patrol,2010,5.6,Benzin,405.0,Avtomat,Tam,260000,35 000 AZN
13049,LADA (VAZ) 21099,1996,1.5,Benzin,78.0,Mexaniki,Ön,164000,4 500 AZN
13050,Mercedes Vito 115,2007,2.2,Dizel,150.0,Mexaniki,Arxa,247115,22 600 AZN
13051,Saipa Saina,2020,1.5,Benzin,86.0,Mexaniki,Ön,200000,8 800 AZN
13052,KamAz 6520,2012,11.0,Dizel,191.0,Mexaniki,Arxa,30000,40 000 AZN
13053,Kia Rio,2008,1.5,Dizel,110.0,Mexaniki,Ön,195000,10 500 AZN
13054,Opel Vectra,1995,1.8,Benzin,90.0,Avtomat,Ön,436000,5 400 AZN
13055,Mercedes C 250 d,1997,2.5,Dizel,150.0,Avtomat,Arxa,321000,7 900 AZN
13056,Opel Astra,1999,1.6,Benzin,75.0,Mexaniki,Ön,315663,8 600 AZN
13057,Mercedes C 220 d,2000,2.2,Dizel,143.0,Avtomat,Arxa,399700,12 000 AZN
13058,Hyundai Elantra,2015,1.8,Benzin,150.0,Avtomat,Ön,167600,20 400 AZN
13059,Chevrolet Cruze,2011,1.4,Benzin,141.0,Avtomat,Ön,259000,13 700 AZN
13060,Mercedes C 180,1997,1.8,Benzin,122.0,Avtomat,Arxa,355500,10 800 AZN
13061,Mercedes E 220 d,2008,2.2,Dizel,170.0,Avtomat,Arxa,334000,24 500 AZN
13062,Kia Optima,2012,2.0,Benzin,165.0,Avtomat,Ön,253000,18 800 AZN
13063,Toyota Land Cruiser,2010,4.0,Benzin,282.0,Avtomat,Tam,178000,30 000 USD
13064,Dacia Logan,2008,1.5,Dizel,86.0,Mexaniki,Ön,563400,6 500 AZN
13065,BMW 320,2014,2.0,Dizel,184.0,Avtomat,Arxa,198000,30 900 AZN
13066,Opel Astra,2007,1.3,Dizel,90.0,Mexaniki,Ön,244700,10 000 AZN
13067,Hyundai Tucson,2008,2.0,Benzin,141.0,Avtomat,Tam,211000,17 800 AZN
13068,Tofas Sahin,2005,1.6,Benzin,92.0,Mexaniki,Ön,300000,5 320 AZN
13069,GAZ Next A21R32-30,2023,2.8,Dizel,149.0,Mexaniki,Arxa,0,42 500 AZN
13070,Jetour Dashing,2023,1.6,Benzin,197.0,Avtomat,Ön,0,49 900 AZN
13071,Toyota Land Cruiser Prado,2011,2.7,Benzin,163.0,Avtomat,Tam,198000,24 700 USD
13072,Hyundai Sonata,2023,2.0,Hibrid,193.0,Avtomat,Ön,0,63 900 AZN
13073,Mercedes E 270,2002,2.7,Dizel,177.0,Avtomat,Arxa,350000,10 000 USD
13074,BMW 528,2016,2.0,Benzin,245.0,Avtomat,Arxa,109000,18 200 USD
13075,Ford Fusion (North America),2017,1.5,Benzin,181.0,Avtomat,Ön,145000,22 000 AZN
13076,Honda Insight,2020,1.5,Hibrid,109.0,Avtomat,Ön,52348,19 300 USD
13077,Nissan Note,2016,1.2,Benzin,98.0,Avtomat,Ön,47000,15 100 AZN
13078,Hyundai Elantra,2018,2.0,Benzin,150.0,Avtomat,Ön,18400,25 800 AZN
13079,Kia Stinger,2017,2.0,Benzin,247.0,Avtomat,Arxa,104607,33 000 AZN
13080,Lexus RX 350,2012,3.5,Benzin,277.0,Avtomat,Tam,83000,25 000 USD
